"ESC_NOME","MUN_NOME","total_alunos","total_acertos","total_erros","taxa_acerto_pct"
"UMEF PROFESSOR LUIZ MALIZECK","Vila Velha",724,36994,26558,58.21
"EMEIF GUILHERME BAPTISTA","João Neiva",56,2789,2003,58.2
"EPM BERNADETE LOURDES BASTOS","São Mateus",21,995,717,58.12
"EMEF ORLANDINA D ALMEIDA LUCAS","Vitória",622,30137,21731,58.1
"EMEIEFTI CLERES MARTINS MOREIRA","Colatina",228,11543,8349,58.03
"EMEF PAULO REGLUS NEVES FREIRE","Vitória",394,19435,14077,57.99
"EMEF MARIA LEONOR PEREIRA DA SILVA","Vitória",387,19497,14127,57.99
"UMEF MARINA BARCELLOS SILVEIRA","Vila Velha",677,32920,23884,57.95
"EMEF FRANCISCO LACERDA DE AGUIAR","Vitória",594,28516,20736,57.9
"EMEB SÃO VICENTE","Cachoeiro de Itapemirim",126,6886,5010,57.89
"EMEIEF ELSON GARCIA","Anchieta",177,9210,6706,57.87
"ECORM MARIA FRANCISCA NUNES COUTINHO","São Mateus",203,10509,7651,57.87
"EMEF FEU ROSA","Serra",498,22276,16246,57.83
"EMEIEF PRESIDENTE KENNEDY","Baixo Guandu",116,6117,4475,57.75
"EMEF JOSE AUREO MONJARDIM","Vitória",294,14729,10791,57.72
"EMEF JOSE MARCELINO","Marataízes",908,46739,34271,57.7
"EMEF DURVAL MAXIMO","Muniz Freire",33,1851,1357,57.7
"EMEF CECILIANO ABEL DE ALMEIDA","Vitória",719,36680,26902,57.69
"EMUEF SAO LOURENCO","Montanha",16,707,519,57.67
"EMEF TIJUCO PRETO","Domingos Martins",109,5860,4306,57.64
"EMEB PROF.PEDRO ESTELLITA HERKENHOFF","Cachoeiro de Itapemirim",844,44952,33050,57.63
"EMEF REGINA BOLSSANELLO FORNAZIER","Sooretama",416,20519,15113,57.59
"EMEIEF PROFESSORA LUIZA CREMA","Colatina",241,12696,9348,57.59
"EMPEIUEF EMA SARTÓRIO BIANCARDI","Linhares",29,1306,962,57.58
"EMEF MARIA DA GLORIA NUNES NEMER","Marataízes",744,40582,29922,57.56
"EPM CORREGO DO CHIADO","São Mateus",21,976,720,57.55
"EMEF ANTARIO ALEXANDRE THEODORO FILHO","Cariacica",294,14051,10371,57.53
"EMEF SANTA RITA DE CASSIA","Jaguaré",248,12715,9389,57.52
"EMEF BENONIO FALCAO DE GOUVEA","Conceição da Barra",233,12314,9106,57.49
"EM FRANZ CARLOS JOAO LEMKE","Afonso Cláudio",189,10042,7428,57.48
"EMEIC FRANCISCO JOSE MATTEDI","São Gabriel da Palha",185,9396,6970,57.41
"EMEF CELITA BASTOS GARCIA","Guarapari",457,17693,13127,57.41
"EMPEIEF CARLOS ZUMMACH","Santa Maria de Jetibá",19,893,663,57.39
"EMEF ALBERTO DE ALMEIDA","Vitória",652,31057,23065,57.38
"CMEBTI ESTHER NASCIMENTO DOS SANTOS","Aracruz",215,10685,7943,57.36
"EMEF JOAO PEDRO DA SILVA","Cariacica",681,32456,24194,57.29
"EMEIEF PRIMAVERA","Rio Bananal",292,16050,11978,57.26
"UMEF JUIZ JAIRO DE MATTOS PEREIRA","Vila Velha",695,34567,25803,57.26
"EMEF Dr Emir de Macedo Gomes","Pinheiros",685,39761,29685,57.25
"EMEF CLARISSE FRAGOSO MONTEIRO LOBATO GALVAO DE SAO MARTINHO","São Mateus",295,15897,11887,57.22
"EMEF VIVA KAIO FREDY DARE GRIGOLETO","Vila Valério",681,34213,25593,57.21
"EMEF DALZIRA MERIGUETTI MERISIO","Guarapari",72,3302,2470,57.21
"EMEF PROFESSOR AUGUSTO LUCIANO","Cariacica",512,25066,18782,57.17
"EMPEIPEF BIBIANA COSTA","Linhares",25,1194,902,56.97
"EMEIEF VICTOR HUGO","Marechal Floriano",190,9781,7401,56.93
"EMUEF CHAPEU","Domingos Martins",16,758,574,56.91
"EPM SAO JORGE","São Mateus",15,678,514,56.88
"EMUEF FAZENDA FRANZ BOLDT","Santa Maria de Jetibá",13,620,472,56.78
"EMEF MARIO FLORENTINO","Conceição da Barra",17,728,556,56.7
"EMEIEF MADALENA PISA","Castelo",499,24456,18682,56.69
"EMEF PLACIDINO PASSOS","Aracruz",827,43208,33020,56.68
"EMEF ANGELO RECLA","Linhares",359,18349,14041,56.65
"UMEF PROFESSORA NAIR DIAS BARBOSA","Vila Velha",381,17502,13430,56.58
"EMEF GENTIL LOPES DA CUNHA","Conceição da Barra",230,11558,8882,56.55
"EMEIEF SAO SALVADOR","Presidente Kennedy",316,17153,13219,56.48
"UMEF GIL BERNARDES","Vila Velha",635,31196,24080,56.44
"EMEF PAULO ROBERTO VIEIRA GOMES","Vitória",201,9228,7134,56.4
"EMEBTI NOSSA SENHORA DAS GRAÇAS","Cachoeiro de Itapemirim",115,5117,3969,56.32
"EMEF TANCREDO DE ALMEIDA NEVES","Vitória",557,25475,19763,56.31
"EMEIEFM PROFª ZULEIKA FLORES DA PURIFICACAO","Anchieta",132,6904,5358,56.3
"EMEF MANOEL MELLO SOBRINHO","Cariacica",362,19851,15417,56.29
"EMEF OROZIMBO LEITE","Linhares",166,8632,6704,56.29
"EMEF JOSÉ MODENEZE","Linhares",1093,54130,42104,56.25
"EMEIEF ALADIA TRINDADE PAIVA","Baixo Guandu",105,5226,4066,56.24
"EMEF ALVIMAR SILVA","Vitória",753,37287,29041,56.22
"EMEF HELOISA ABREU JUDICE DE MATTOS","Vitória",719,34144,26598,56.21
"EMEF ARISTOBULO BARBOSA LEAO","Vitória",565,26885,21017,56.13
"EMPEIEF TIROL","Santa Leopoldina",26,1141,895,56.04
"EMEF SUZETE CUENDET","Vitória",644,30565,24009,56.01
"EMEIEF JULIA DE CARVALHO FISCHER","Baixo Guandu",228,11034,8666,56.01
"EMEF LUIZA SILVINA JARDIM REBUZZI","Aracruz",768,39682,31186,55.99
"EMEF STANISLAW ZUCOLOTO","Nova Venécia",561,28243,22207,55.98
"EMEF MOACYR MARTINS PESTANA","Conceição da Barra",104,5145,4053,55.94
"EM PROF ELVIRA BRUZZI","Guaçuí",239,12010,9490,55.86
"EPM PATRIMONIO CORREGO DA AREIA","São Mateus",17,764,604,55.85
"EMUEF CORREGO BANANAL","Rio Bananal",16,710,562,55.82
"UMEF ALGER RIBEIRO BOSSOIS","Vila Velha",925,45761,36275,55.78
"EMEF MARIA SOUZA MATIAS","Linhares",1034,52387,41599,55.74
"EMEF BARREIRAS","Conceição da Barra",17,751,597,55.71
"EMEFTI MARIA CARELLI LOMONTE","Conceição da Barra",377,18522,14738,55.69
"UMEF ALY DA SILVA","Vila Velha",1027,45994,36688,55.63
"EMEFTI BELMIRO TEIXEIRA PIMENTA","Colatina",322,16315,13037,55.58
"EMEF DAVID GOMES","Ibatiba",31,1441,1155,55.51
"EMCOREF GAVIÃOZINHO","Nova Venécia",28,1587,1273,55.49
"UMEF REV WALDOMIRO MARTINS FERREIRA","Vila Velha",220,10145,8161,55.42
"EPMEF Antônio Brunelli","Pinheiros",187,9028,7262,55.42
"EMEF MARIETA ESCOBAR","Vitória",441,21556,17354,55.4
"EMEF DOMINGOS MARTINS","Montanha",650,33455,26969,55.37
"EMEF EDNA DE MATTOS SIQUEIRA GAUDIO","Vitória",406,19349,15599,55.37
"EM JOSE ANTONIO DE CARVALHO","Guaçuí",170,8551,6895,55.36
"EMEF NOVO SABER","Rio Bananal",566,27926,22552,55.32
"EMEF BERTOLO MALACARNE","São Gabriel da Palha",265,14047,11349,55.31
"EMEF PATRIMONIO NOSSA SENHORA DE FATIMA","Jaguaré",260,12499,10105,55.3
"EMEF PROFESSOR JOAO PINTO BANDEIRA","São Mateus",855,41258,33460,55.22
"EMEFI YBYRAPYTANGA","Aracruz",68,2998,2434,55.19
"EPM CORREGO DO RANCHO","São Mateus",34,1578,1286,55.1
"EMEIEFP BOM DESTINO","Muqui",20,927,757,55.05
"EMEB BERNARDINO MONTEIRO","Cachoeiro de Itapemirim",245,13666,11190,54.98
"UMEF ANA BERNARDES ROCHA","Vila Velha",271,12515,10253,54.97
"EMEF NESTOR GOMES","Castelo",431,23141,18989,54.93
"EMEF DR DENIZART SANTOS","Viana",259,11278,9256,54.92
"EMEF ROSA SIMOES DE ALMEIDA","Guarapari",614,22812,18792,54.83
"EMEF PROF MARIA INES DELLA VALENTINA","Aracruz",975,48085,39703,54.77
"EMEF SANTA JOANA","Muniz Freire",250,12090,9992,54.75
"EM WALDIR MONTEIRO DE BARROS","Apiacá",101,4959,4105,54.71
"UMEF GRACIANO NEVES","Vila Velha",716,34555,28667,54.66
"EUMEF CORREGO PARANA","Governador Lindenberg",16,706,586,54.64
"EMEIEF SANTA RITA","Rio Bananal",260,12989,10785,54.64
"EMEF PROFESSOR JOAO ELIAS PANCOTO","Colatina",291,15996,13306,54.59
"UMEF PROFESSOR AYLTON DE ALMEIDA","Vila Velha",911,41065,34155,54.59
"EMEF CID ADALBERTO DOS REIS","Linhares",574,29280,24384,54.56
"EMEF ROSA MARIA REIS","Cariacica",484,22393,18675,54.53
"EMEF PROFESSORA MARIA DA PENHA PAZITO VENTURA","Linhares",590,28562,23818,54.53
"EMEF MAURO BRAGA","Vitória",583,27005,22519,54.53
"EMCOR FAZENDA PINOTTI","Colatina",56,2980,2492,54.46
"EMEB JOSEFINA RAMOS NUNES - DONA MULATA","Anchieta",188,9348,7816,54.46
"EMEF JOSE DE VARGAS SCHERRER","Piúma",588,31922,26760,54.4
"EMEF FAZENDA OSVALDO RETZ","Domingos Martins",115,5750,4822,54.39
"EMEF NEUSA NUNES GONCALVES","Vitória",774,34979,29339,54.38
"EMEF ASTROGILDO CARNEIRO SETUBAL","Conceição da Barra",245,12051,10133,54.32
"EMEF CHUMBADO","Sooretama",230,11106,9346,54.3
"UMEF GOVERNADOR CHRISTIANO DIAS LOPES FILHO","Vila Velha",959,45135,38041,54.26
"EMEIEF DARLENE MAGGIONI FRANQUINI","Baixo Guandu",193,8915,7541,54.17
"EMEF MANOEL DOS SANTOS PEDROZA","Piúma",641,29063,24605,54.15
"EMEF STELIDA DIAS","Cariacica",788,37898,32146,54.11
"EMPEF PALHAL","Linhares",38,1398,1186,54.1
"EMEIEF PROFESSORA EDMA MARIA MEZADRE MULINARI","Anchieta",85,4361,3703,54.08
"UMEF PROFESSOR DARCY RIBEIRO","Vila Velha",756,33507,28455,54.08
"UMEF DEP PAULO SERGIO BORGES","Vila Velha",1171,55315,47065,54.03
"EMEIEF FELINTO MARTINS","Castelo",404,19033,16255,53.94
"EMEF CONSTANTINO JOSE VIEIRA","Guarapari",431,16195,13873,53.86
"EMUEF SANTA ROSA","Linhares",17,779,669,53.8
"EMEF PROF VERCENILIO DA SILVA PASCOAL","Vitória",415,19785,17003,53.78
"EMEFTI JOAO MANOEL MENEGHELLI","Colatina",287,13705,11791,53.75
"EMEF ANTERO JOSE DO NASCIMENTO","Cariacica",328,15877,13669,53.74
"EMPEIPEF BANANAL DO SUL","Linhares",28,1158,998,53.71
"UMEF IRMA FELICIANA GARCIA","Vila Velha",620,27737,23993,53.62
"EMEF ZAIRA MANHAES DE ANDRADE","Cariacica",385,17449,15133,53.55
"EMEF PADRE ANCHIETA","Vitória",472,21899,18993,53.55
"EMPEIEF LUXEMBURGO","Santa Leopoldina",24,1085,947,53.4
"EMEF PROF JOAO BANDEIRA","Vitória",442,19430,17002,53.33
"UMEF SENADOR JOAO DE MEDEIROS CALMON","Vila Velha",1153,58821,51497,53.32
"EMEF CORREGO DO MILANEZ","São Mateus",262,13299,11659,53.29
"EMEF IGNEZ MASSAD COLA","Guarapari",1031,41956,36824,53.26
"EMEF ORESTES SOUTO NOVAES ","Viana",208,9408,8256,53.26
"EMEIEF MARIA ORTIZ","Colatina",147,6990,6178,53.08
"EMEF ZILDA ANDRADE","Vitória",421,19157,16953,53.05
"EMEF MARIA VELOSO CALMON","Guarapari",317,11384,10084,53.03
"EMEF ANGELO ZANI","Cariacica",541,24880,22058,53.01
"EMEF PROFESSORA EFIGÊNIA SIZENANDO","Linhares",286,12122,10800,52.88
"EMEF LUCILENE LIRA GAMA","Sooretama",109,5277,4719,52.79
"UMEFTI ULISSES ALVARES","Vila Velha",590,29827,26767,52.7
"UMEF PEDRO HERKENHOFF","Vila Velha",708,31368,28202,52.66
"EMEFTI GABRIELE FERREIRA ROMÃO","Montanha",99,4414,3978,52.6
"EMEB MARIA DAS DORES PINHEIRO AMARAL","Cachoeiro de Itapemirim",234,11077,10005,52.54
"EMEF AURENIRIA CORREA PIMENTEL","Serra",82,3569,3229,52.5
"EMEF PRESIDENTE COSTA E SILVA","Guarapari",937,35691,32299,52.49
"EMEF BOM SUCESSO","São Mateus",597,28238,25572,52.48
"EMEF PROFª MARIZETE VENANCIO DO NASCIMENTO","São Mateus",457,20882,18948,52.43
"EMEF MARCIANO ALTOE","Jaguaré",462,21494,19526,52.4
"EMEF PAULO ANTONIO DE SOUZA","São Mateus",216,9627,8759,52.36
"EMEB GALDINO THEODORO DA SILVA","Cachoeiro de Itapemirim",893,43348,39574,52.28
"EMEFCM PROF DIVANETA LESSA DE MORAES","Viana",320,13678,12507,52.24
"EMEB ZULMIRA VENTURY BAPTISTA","Atílio Vivácqua",108,4560,4172,52.22
"UMEF DEP MIKEIL CHEQUER","Vila Velha",461,21324,19604,52.1
"EMEF LUZBEL PRETTI","Cariacica",318,13611,12533,52.06
"EMEFTI JOAO BASTOS BERNARDO VIEIRA","Conceição da Barra",278,13312,12278,52.02
"EMEF BENEDITA DOS SANTOS SILVA","Jaguaré",231,10457,9649,52.01
"EPM CORREGO DO GAMA","São Mateus",14,557,515,51.96
"EMEFTI ADWALTER RIBEIRO SOARES","Colatina",289,14929,13801,51.96
"UMEF LEONEL DE MOURA BRIZOLA","Vila Velha",995,41718,38626,51.92
"EMEF RITA DE CASSIA OLIVEIRA","Vitória",778,33585,31355,51.72
"EMPEIPEF CÓRREGO SÃO PEDRO","Linhares",16,577,539,51.7
"EMEF OCTACILIO LOMBA","Vitória",421,18206,17048,51.64
"EMEB CAROLINA PASSOS GAIGHER","Cachoeiro de Itapemirim",198,9813,9219,51.56
"EMPEIPEF FLORENTINO RODRIGUES BATISTA","Linhares",22,940,884,51.54
"UMEF DES FERREIRA COELHO","Vila Velha",654,31389,29523,51.53
"EMEF PROF LUIZ BAPTISTA","Serra",89,3492,3284,51.53
"EMEIEF JOAO XXIII","Baixo Guandu",177,7474,7056,51.44
"EMEF PADRE GABRIEL ROGER MAIRE","Cariacica",544,25174,23764,51.44
"UMEF OFELIA ESCOBAR","Vila Velha",623,28744,27180,51.4
"EMEF EURIDES GABRIEL","Cariacica",66,2830,2680,51.36
"EMEF ADAMASTOR FURTADO","Viana",393,16860,16054,51.22
"EMEF MANOEL MARTINS","Linhares",479,21404,20382,51.22
"EMEIEF PROFESSORA PETRONILIA MARIA DA SILVA","Ecoporanga",22,895,853,51.2
"EMEF HILARIO VIEIRA DA SILVA","Cariacica",650,28485,27273,51.09
"EMEF PROFESSOR JOCIVAL MARCHIORI","Linhares",317,13982,13402,51.06
"EPM KM 20","São Mateus",28,1171,1129,50.91
"EPM PALMITO","São Mateus",22,887,857,50.86
"UMEFTI PROFESSOR RUBENS JOSE VERVLOET GOMES","Vila Velha",433,20213,19541,50.85
"EMEF VEREADOR LAURINDO SAMARITANO","São Mateus",364,15258,14772,50.81
"EMEF ZEFERINO BATISTA FIOROT","Linhares",1030,46665,45299,50.74
"EMEF CORREGO DAS PALMEIRAS","Conceição da Barra",18,572,556,50.71
"EMEF PREZIDEU AMORIM","Vitória",549,24099,23467,50.66
"EMEF INDIGENA CAEIRA VELHA","Aracruz",382,17333,16899,50.63
"ECORM DA REGIAO DO CORREGO SECO","São Mateus",90,4323,4221,50.6
"EM DEOCLECIANO DE OLIVEIRA","Guaçuí",919,45506,44428,50.6
"EMEF PROFª DEOLINDA LAGE","Conceição da Barra",267,12233,12035,50.41
"EMEF PADRE ANTHONIUS LUTE","Cariacica",586,24086,23704,50.4
"EMEF OLIVEIRA CASTRO","Cariacica",527,21616,21384,50.27
"EMEF FRANCISCO ARAUJO","Guarapari",505,18647,18545,50.14
"EMEB LUIZ MARQUES PINTO","Cachoeiro de Itapemirim",677,30675,30521,50.13
"EMEF IRMA JACINTA SOARES DE SOUZA LIMA","Vitória",517,19980,19888,50.12
"EPM NOVA VISTA","São Mateus",40,1643,1645,49.97
"EMEB MONTEIRO LOBATO","Cachoeiro de Itapemirim",575,23549,23677,49.86
"EMEF IRMA ADELAIDE BERTOCCHI","São Gabriel da Palha",594,29065,29253,49.84
"EMEF BENEDITA MARTINS DE SOUZA","Guarapari",771,26201,26577,49.64
"EMEF VALDICI ALVES BAIER","Cariacica",763,35008,35532,49.63
"EMEB SANTA CECÍLIA","Cachoeiro de Itapemirim",167,8127,8253,49.62
"EMEF HEBER SÉRGIO MARTINS","Colatina",356,14015,14237,49.61
"EMEF PREFEITO ROBERTO CALMON","Linhares",947,42357,43033,49.6
"EMEF SAMUEL BATISTA CRUZ","Linhares",635,30750,31286,49.57
"EMEF MARTIM LUTERO","Cariacica",655,27853,28359,49.55
"EMEFTI"" Governador Carlos Lindenberg""","Pinheiros",319,15761,16063,49.53
" EMEF NOSSA SENHORA DE APARECIDA","Cariacica",257,10397,10593,49.53
"EMEB MARIA ANGELICA MARANGONI SANTANA","Cachoeiro de Itapemirim",235,10532,10762,49.46
"EMEF PROFESSORA URBANA PENHA COSTA","Linhares",311,13284,13602,49.41
"EMEF ROSA DA PENHA","Cariacica",486,22402,23034,49.3
"ECORM SAO JOAO BOSCO","Jaguaré",125,6101,6275,49.3
"EMEF SANTA CRUZ","Aracruz",256,12665,13023,49.3
"EMUEF CÓRREGO DO MEIO","Linhares",14,530,546,49.26
"EPM DILO BARBOSA","São Mateus",22,816,844,49.16
"UMEF SATURNINO RANGEL MAURO","Vila Velha",621,26670,27680,49.07
"EMEF EUVIRA BENEDITA CARDOSO DA SILVA","Cariacica",261,11561,12043,48.98
"EMEF CEL PM ORLADY ROCHA FILHO","Cariacica",617,30657,31951,48.97
"EMEF MAURO CHRISTO","Marechal Floriano",403,19081,19945,48.89
"EMEF CELINA COUTINHO NUNES","Linhares",413,17574,18516,48.69
"EMEF EZEQUIEL FRAGA ROCHA","Aracruz",796,38289,40725,48.46
"EPM CORREGO MATA SEDE","São Mateus",13,538,574,48.38
"EMEF ADALGIZA FERNANDES MARVILLA","Guarapari",378,12657,13511,48.37
"EMEF ECIM DR AFONSO SCHWAB","Cariacica",904,42675,45569,48.36
"EMPEIUEF RIO QUARTEL","Linhares",31,1172,1252,48.35
"EMEF ADELSON DEL SANTO","Linhares",920,37135,39731,48.31
"EMEF JOAO FERREIRA ARAUJO","Conceição da Barra",23,797,855,48.24
"EMEF JOSE CARLOS CASTRO","Conceição da Barra",519,24922,27130,47.88
"EMEF MARIA GUILHERMINA DE CASTRO","Cariacica",596,24753,26983,47.84
"EMUEF FAZENDA THESOURO","Linhares",18,625,683,47.78
"EMEB PROFª GÉRCIA FERREIRA GUIMARÃES","Cachoeiro de Itapemirim",500,20362,22516,47.49
"ECORM DE GIRAL","Jaguaré",89,4111,4573,47.34
"EMEF MARIANO FIRME DE SOUZA","Cariacica",142,6348,7068,47.32
"UMEF ANTONIO BEZERRA DE FARIAS","Vila Velha",874,38410,42818,47.29
"EM DE EDUCACAO BASICA BENEDITO SAMPAIO","Atílio Vivácqua",69,2999,3361,47.15
"EMEIEF BENEVENUTO CLEMENTINO GOBBO","Baixo Guandu",440,19145,21563,47.03
"EMEIEF JOAO LIMA DA CONCEICAO","Guarapari",214,7295,8231,46.99
"UMEF JOFFRE FRAGA","Vila Velha",1195,53489,60401,46.97
"EMEF CEU AZUL","Piúma",230,9639,10907,46.91
"EMEF PROFESSOR ALBERTO STANGE JUNIOR","Sooretama",705,31215,35339,46.9
"UMEFTI PROFESSOR ELSON JOSE DE SOUZA","Vila Velha",227,9748,11062,46.84
"EMEF MARINALVA ARAGAO AMORIM","Guarapari",454,15954,18164,46.76
"EMEB QUINTILIANO DE AZEVEDO","Cachoeiro de Itapemirim",663,30665,35089,46.64
"EMEFI DORVELINA COUTINHO","Aracruz",73,2681,3093,46.43
"EMEF MANOEL PASCHOAL DE OLIVEIRA","Cariacica",750,31594,36518,46.39
"EMEF DARCY RIBEIRO","Guarapari",532,17669,20507,46.28
"EMEB PROF DEUSDEDIT BAPTISTA","Cachoeiro de Itapemirim",409,18673,21705,46.25
" EMEF TEOTÔNIO BRANDÃO VILELA","Cariacica",1027,41984,48799,46.25
"EMEB PROFª INAH WERNECK","Cachoeiro de Itapemirim",532,23071,26849,46.22
"EMEF STELLITA RAMOS","Cariacica",38,1381,1639,45.73
"EMEF CONSTANTINO JOSE VIEIRA","Viana",93,3641,4367,45.47
"UMEF PAULO MARES GUIA","Vila Velha",635,26500,31870,45.4
"EMEFTI PRESIDENTE CASTELO BRANCO","Cariacica",249,10988,13582,44.72
"UMEFTI REV ANTONIO DA SILVA COSMO","Vila Velha",505,21332,26534,44.57
"EMEF JOAO BATISTA CELESTINO","Guarapari",387,11356,14340,44.19
"EMEF PROFESSORA MARIA OLIRIA SARCINELLI CAMPAGNARO","João Neiva",286,11700,14924,43.95
"EMEB LUIZ SEMPRINI","Cachoeiro de Itapemirim",227,9308,11886,43.92
"UMEF GENERAL LUIZ EDMUNDO PINTO DE SOUZA E MELLO","Vila Velha",802,28822,37166,43.68
"EMEF CEL OLIMPIO CUNHA","Cariacica",893,33839,43823,43.57
"EMEB ROQUE TELLES GUIMARAES","Atílio Vivácqua",73,3207,4177,43.43
"EMEF ARTHUR DA COSTA E SILVA","Cariacica",410,15127,19997,43.07
"ECORM DE JAPIRA","Jaguaré",113,4687,6207,43.02
"EMEF ELOY MIRANDA","Fundão",196,7869,11215,41.23
"EMEF RENASCER","Cariacica",458,15968,23082,40.89
"EMEF CIVICO MILITAR JOAO NEVES PEREIRA","Sooretama",832,31392,47986,39.55
"UMEFTI MACIONILIA MAURICIO BUENO","Vila Velha",198,7019,10769,39.46
"EMEF MARIA RAMALHETE CORREA","Guarapari",440,13291,20509,39.32
"EMCEF PRAIA GRANDE","Fundão",127,4838,7538,39.09
"EMEF MARIA AUGUSTA TAVARES","Cariacica",676,25241,40097,38.63
"EMEF CANDIDA SOARES MACHADO","Guarapari",300,8711,14169,38.07
"UMEFTI PREFEITO VASCO ALVES","Vila Velha",1094,35599,58345,37.89
"EMEFTI EWERTON MONTENEGRO GUIMARÃES","Viana",186,7078,12214,36.69
